date,time,task_id,task_type,keyword,url,slug,status,difficulty,internal_score_before,internal_score_after,rank_math_before,rank_math_after,action_done,files_changed,issues,next_action,agent_note,review_status,reviewed_by,reviewed_at,review_report,review_report_json,review_report_md,review_log_path
2026-06-08,14:23:07,AUDIT-2026-06-08-010,audit,hut be phot khan cap quang ninh 2026,https://thongtaccongquangninh.com/hut-be-phot-khan-cap-quang-ninh-2026/,hut-be-phot-khan-cap-quang-ninh-2026,pending,medium,,,,,Audit HIGH: MISSING_SERVICE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_SERVICE,Bổ sung Service schema cho landing dịch vụ,seo-full-audit 2026-06-08,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-08.md,reports/seo-full-audit-2026-06-08.json,reports/seo-full-audit-2026-06-08.md,
2026-06-08,14:23:07,AUDIT-2026-06-08-011,audit,hut be phot nha hang quang ninh 2026,https://thongtaccongquangninh.com/hut-be-phot-nha-hang-quang-ninh-2026/,hut-be-phot-nha-hang-quang-ninh-2026,pending,medium,,,,,Audit HIGH: MULTI_H1,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MULTI_H1,Gộp về đúng 1 H1,seo-full-audit 2026-06-08,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-08.md,reports/seo-full-audit-2026-06-08.json,reports/seo-full-audit-2026-06-08.md,
2026-06-08,14:23:07,AUDIT-2026-06-08-012,audit,hut be phot nha hang quang ninh 2026,https://thongtaccongquangninh.com/hut-be-phot-nha-hang-quang-ninh-2026/,hut-be-phot-nha-hang-quang-ninh-2026,pending,medium,,,,,Audit HIGH: MISSING_H2:Nguyên nhân,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_H2:Nguyên nhân,Bổ sung section Nguyên nhân,seo-full-audit 2026-06-08,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-08.md,reports/seo-full-audit-2026-06-08.json,reports/seo-full-audit-2026-06-08.md,
2026-06-08,14:23:07,AUDIT-2026-06-08-013,audit,hut be phot nha hang quang ninh 2026,https://thongtaccongquangninh.com/hut-be-phot-nha-hang-quang-ninh-2026/,hut-be-phot-nha-hang-quang-ninh-2026,pending,medium,,,,,Audit HIGH: MISSING_SERVICE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_SERVICE,Bổ sung Service schema cho landing dịch vụ,seo-full-audit 2026-06-08,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-08.md,reports/seo-full-audit-2026-06-08.json,reports/seo-full-audit-2026-06-08.md,
2026-06-08,14:23:07,AUDIT-2026-06-08-014,audit,hut be phot tien yen,https://thongtaccongquangninh.com/hut-be-phot-tien-yen/,hut-be-phot-tien-yen,pending,medium,,,,,Audit HIGH: MISSING_SERVICE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_SERVICE,Bổ sung Service schema cho landing dịch vụ,seo-full-audit 2026-06-08,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-08.md,reports/seo-full-audit-2026-06-08.json,reports/seo-full-audit-2026-06-08.md,
2026-06-08,14:23:07,AUDIT-2026-06-08-015,audit,hut ham cau quang ninh 2026,https://thongtaccongquangninh.com/hut-ham-cau-quang-ninh-2026/,hut-ham-cau-quang-ninh-2026,pending,medium,,,,,Audit HIGH: MULTI_H1,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MULTI_H1,Gộp về đúng 1 H1,seo-full-audit 2026-06-08,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-08.md,reports/seo-full-audit-2026-06-08.json,reports/seo-full-audit-2026-06-08.md,
2026-06-08,14:23:07,AUDIT-2026-06-08-016,audit,hut ham cau quang ninh 2026,https://thongtaccongquangninh.com/hut-ham-cau-quang-ninh-2026/,hut-ham-cau-quang-ninh-2026,pending,medium,,,,,Audit HIGH: MISSING_H2:Nguyên nhân,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_H2:Nguyên nhân,Bổ sung section Nguyên nhân,seo-full-audit 2026-06-08,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-08.md,reports/seo-full-audit-2026-06-08.json,reports/seo-full-audit-2026-06-08.md,
2026-06-08,14:23:07,AUDIT-2026-06-08-017,audit,hut ham cau quang ninh 2026,https://thongtaccongquangninh.com/hut-ham-cau-quang-ninh-2026/,hut-ham-cau-quang-ninh-2026,pending,medium,,,,,Audit HIGH: MISSING_SERVICE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_SERVICE,Bổ sung Service schema cho landing dịch vụ,seo-full-audit 2026-06-08,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-08.md,reports/seo-full-audit-2026-06-08.json,reports/seo-full-audit-2026-06-08.md,
2026-06-08,14:23:07,AUDIT-2026-06-08-018,audit,lien he,https://thongtaccongquangninh.com/lien-he/,lien-he,pending,medium,,,,,Audit HIGH: MISSING_FAQPAGE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_FAQPAGE,Bổ sung FAQPage schema khi FAQ hiển thị,seo-full-audit 2026-06-08,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-08.md,reports/seo-full-audit-2026-06-08.json,reports/seo-full-audit-2026-06-08.md,
2026-06-08,14:23:07,AUDIT-2026-06-08-019,audit,nao vet ho ga quang ninh,https://thongtaccongquangninh.com/nao-vet-ho-ga-quang-ninh/,nao-vet-ho-ga-quang-ninh,pending,medium,,,,,Audit HIGH: MISSING_H2:Nguyên nhân,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_H2:Nguyên nhân,Bổ sung section Nguyên nhân,seo-full-audit 2026-06-08,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-08.md,reports/seo-full-audit-2026-06-08.json,reports/seo-full-audit-2026-06-08.md,
2026-06-08,14:23:07,AUDIT-2026-06-08-020,audit,nguyen nhan cong tac thuong xuyen ha long,https://thongtaccongquangninh.com/nguyen-nhan-cong-tac-thuong-xuyen-ha-long/,nguyen-nhan-cong-tac-thuong-xuyen-ha-long,pending,medium,,,,,Audit HIGH: MISSING_FAQPAGE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_FAQPAGE,Bổ sung FAQPage schema khi FAQ hiển thị,seo-full-audit 2026-06-08,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-08.md,reports/seo-full-audit-2026-06-08.json,reports/seo-full-audit-2026-06-08.md,
2026-06-08,14:23:07,AUDIT-2026-06-08-021,audit,thong tac bon cau khach san quang ninh 2026,https://thongtaccongquangninh.com/thong-tac-bon-cau-khach-san-quang-ninh-2026/,thong-tac-bon-cau-khach-san-quang-ninh-2026,pending,medium,,,,,Audit HIGH: MISSING_SERVICE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_SERVICE,Bổ sung Service schema cho landing dịch vụ,seo-full-audit 2026-06-08,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-08.md,reports/seo-full-audit-2026-06-08.json,reports/seo-full-audit-2026-06-08.md,
2026-06-08,14:23:07,AUDIT-2026-06-08-022,audit,thong tac bon cau khong duc pha quang ninh,https://thongtaccongquangninh.com/thong-tac-bon-cau-khong-duc-pha-quang-ninh/,thong-tac-bon-cau-khong-duc-pha-quang-ninh,pending,medium,,,,,Audit HIGH: MISSING_SERVICE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_SERVICE,Bổ sung Service schema cho landing dịch vụ,seo-full-audit 2026-06-08,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-08.md,reports/seo-full-audit-2026-06-08.json,reports/seo-full-audit-2026-06-08.md,
2026-06-08,14:23:07,AUDIT-2026-06-08-023,audit,thong tac bon cau nha dan quang ninh 2026,https://thongtaccongquangninh.com/thong-tac-bon-cau-nha-dan-quang-ninh-2026/,thong-tac-bon-cau-nha-dan-quang-ninh-2026,pending,medium,,,,,Audit HIGH: MISSING_SERVICE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_SERVICE,Bổ sung Service schema cho landing dịch vụ,seo-full-audit 2026-06-08,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-08.md,reports/seo-full-audit-2026-06-08.json,reports/seo-full-audit-2026-06-08.md,
2026-06-08,14:23:07,AUDIT-2026-06-08-024,audit,thong tac bon cau nha hang quang ninh 2026,https://thongtaccongquangninh.com/thong-tac-bon-cau-nha-hang-quang-ninh-2026/,thong-tac-bon-cau-nha-hang-quang-ninh-2026,pending,medium,,,,,Audit HIGH: MISSING_SERVICE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_SERVICE,Bổ sung Service schema cho landing dịch vụ,seo-full-audit 2026-06-08,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-08.md,reports/seo-full-audit-2026-06-08.json,reports/seo-full-audit-2026-06-08.md,
2026-06-08,14:23:07,AUDIT-2026-06-08-025,audit,xe hut be phot quang ninh 2026,https://thongtaccongquangninh.com/xe-hut-be-phot-quang-ninh-2026/,xe-hut-be-phot-quang-ninh-2026,pending,medium,,,,,Audit HIGH: MULTI_H1,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MULTI_H1,Gộp về đúng 1 H1,seo-full-audit 2026-06-08,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-08.md,reports/seo-full-audit-2026-06-08.json,reports/seo-full-audit-2026-06-08.md,
2026-06-08,14:23:07,AUDIT-2026-06-08-026,audit,xe hut be phot quang ninh 2026,https://thongtaccongquangninh.com/xe-hut-be-phot-quang-ninh-2026/,xe-hut-be-phot-quang-ninh-2026,pending,medium,,,,,Audit HIGH: FORBIDDEN_WORD,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,FORBIDDEN_WORD,Loại bỏ từ cấm: uy tín,seo-full-audit 2026-06-08,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-08.md,reports/seo-full-audit-2026-06-08.json,reports/seo-full-audit-2026-06-08.md,
2026-06-08,14:23:07,AUDIT-2026-06-08-027,audit,xe hut be phot quang ninh 2026,https://thongtaccongquangninh.com/xe-hut-be-phot-quang-ninh-2026/,xe-hut-be-phot-quang-ninh-2026,pending,medium,,,,,Audit HIGH: NOINDEX_UNEXPECTED,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,NOINDEX_UNEXPECTED,Xem chi tiết trong seo-full-audit-2026-06-08.md,seo-full-audit 2026-06-08,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-08.md,reports/seo-full-audit-2026-06-08.json,reports/seo-full-audit-2026-06-08.md,
2026-06-08,14:23:07,AUDIT-2026-06-08-028,audit,xe hut be phot quang ninh 2026,https://thongtaccongquangninh.com/xe-hut-be-phot-quang-ninh-2026/,xe-hut-be-phot-quang-ninh-2026,pending,medium,,,,,Audit HIGH: MISSING_SERVICE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_SERVICE,Bổ sung Service schema cho landing dịch vụ,seo-full-audit 2026-06-08,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-08.md,reports/seo-full-audit-2026-06-08.json,reports/seo-full-audit-2026-06-08.md,
2026-06-08,14:23:07,AUDIT-2026-06-08-029,audit,xu ly mui hoi quang ninh,https://thongtaccongquangninh.com/xu-ly-mui-hoi-quang-ninh/,xu-ly-mui-hoi-quang-ninh,pending,medium,,,,,Audit HIGH: MISSING_H2:Nguyên nhân,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_H2:Nguyên nhân,Bổ sung section Nguyên nhân,seo-full-audit 2026-06-08,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-08.md,reports/seo-full-audit-2026-06-08.json,reports/seo-full-audit-2026-06-08.md,
2026-06-08,14:23:07,AUDIT-2026-06-08-030,audit,,https://thongtaccongquangninh.com,site-medium-summary,pending,easy,,,,,Audit MEDIUM summary: 157 issue,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,"157 issue MEDIUM gồm meta length, ảnh/alt, word count, hotline hoặc slug",Xem chi tiết trong seo-full-audit-2026-06-08.md,seo-full-audit 2026-06-08,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-08.md,reports/seo-full-audit-2026-06-08.json,reports/seo-full-audit-2026-06-08.md,

2026-06-08,14:28,FIX-DAU-HIEU-POSTS-2026-06-08,seo_fix,Fix MULTI_H1+TITLE_LONG+META_SHORT post 2589 & META_SHORT post 215,,,done,medium,,,,,H1 block removed; title 60chars; desc 150chars via plugin ttcqn-meta-dau-hieu-fix,tools/fix_dau_hieu_posts.mjs,,Verify live audit,,,,,,
2026-06-08,14:29,FIX-DIEU-KHOAN-META-2026-06-08,seo_fix,/dieu-khoan-dich-vu/ fix TITLE_SHORT + NO_META_DESC via plugin ttcqn-meta-dieu-khoan-fix,,,done,low,,,,,title 56chars; desc 148chars,tools/fix_dieu_khoan.mjs,,,,,,,,
2026-06-08,14:29,FIX-DIEU-KHOAN-META-2026-06-08,seo_fix,/dieu-khoan-dich-vu/ fix TITLE_SHORT + NO_META_DESC via plugin ttcqn-meta-dieu-khoan-fix,,,done,low,,,,,title 56chars; desc 148chars,tools/fix_dieu_khoan.mjs,,,,,,,,
2026-06-08,14:30,FIX-DIEU-KHOAN-META-2026-06-08,seo_fix,/dieu-khoan-dich-vu/ fix TITLE_SHORT + NO_META_DESC via plugin ttcqn-meta-dieu-khoan-fix,,,done,low,,,,,title 56chars; desc 148chars,tools/fix_dieu_khoan.mjs,,,,,,,,2026-06-08,14:38:21,AUDIT-2026-06-08-001,audit,,https://thongtaccongquangninh.com,site-medium-summary,pending,easy,,,,,Audit MEDIUM summary: 19 issue,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,"19 issue MEDIUM gồm meta length, ảnh/alt, word count, hotline hoặc slug",Xem chi tiết trong seo-full-audit-2026-06-08-smoke.md,seo-full-audit 2026-06-08,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-08-smoke.md,reports/seo-full-audit-2026-06-08-smoke.json,reports/seo-full-audit-2026-06-08-smoke.md,
2026-06-08,08:30,PATCH-POST-2694-2026-06-08,seo_fix,patch content post 2694 sau audit,https://thongtaccongquangninh.com/hut-be-phot-cong-ty-quang-ninh-2026/,hut-be-phot-cong-ty-quang-ninh-2026,done,high,,,91,,Xóa rác metadata; nhúng 3 internal links + 1 external link; thêm TOC + FAQPage schema JSON-LD; dự kiến Rank Math 91+,,,,NOT_REQUIRED,auto,2026-06-08,,,,
2026-06-08,08:35,FIX-ALT-TEXT-2694-2026-06-08,seo_fix,fix alt text 3 anh post 2694,https://thongtaccongquangninh.com/hut-be-phot-cong-ty-quang-ninh-2026/,hut-be-phot-cong-ty-quang-ninh-2026,done,medium,,,,,Alt text 3 anh cap nhat: 2695/2696/2697; caption + title SEO da chinh,,,,NOT_REQUIRED,auto,2026-06-08,,,,

2026-06-09,08:18,AUTO-SEO-SANG-2026-06-09,content_seo,hút bể phốt khách sạn Quảng Ninh,https://thongtaccongquangninh.com/hut-be-phot-khach-san-quang-ninh-2026/,hut-be-phot-khach-san-quang-ninh-2026,published,medium,,88-92,,Pipeline auto: hut-be-phot-khach-san-quang-ninh-2026; WP ID=2702; 3 anh; indexed=yes,content-drafts/blog/hut-be-phot-khach-san-quang-ninh-2026.md,,Kiem tra Rank Math WP Admin post 2702,Keyword #15 sang; WP 201 OK; 3 anh WebP gắn thành công,NOT_REQUIRED,auto,2026-06-09,,,,

2026-06-09,12:55,FIX-HOTLINK-TITLE-2026-06-09,seo_fix,"homepage EXTERNAL_HOTLINK ytimg→WP media local; TITLE_SHORT(58→65) /dau-hieu-be-phot-bi-day-2026/",https://thongtaccongquangninh.com/,,done,medium,,,,,ytimg replaced in ob_start plugin; title 65 chars; plugins v2,tools/fix_home_hotlink_and_title.mjs,,Verify audit clean,,,,,,
2026-06-09,12:58,FIX-IMG-ALT-PRIORITY-2026-06-09,seo_fix,homepage img-alt plugin priority -2500 to run before renderer exit(),https://thongtaccongquangninh.com/,,done,medium,,,,,ytimg.com hotlink fix,tools/redeploy_img_alt_plugin.mjs,,verify audit,,,,,,2026-06-09,13:21:27,AUDIT-2026-06-09-001,audit,,https://thongtaccongquangninh.com,site-medium-summary,pending,easy,,,,,Audit MEDIUM summary: 5 issue,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,"5 issue MEDIUM gồm meta length, ảnh/alt, word count, hotline hoặc slug",Xem chi tiết trong seo-full-audit-2026-06-09-smoke.md,seo-full-audit 2026-06-09,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-09-smoke.md,reports/seo-full-audit-2026-06-09-smoke.json,reports/seo-full-audit-2026-06-09-smoke.md,
2026-06-09,13:22:28,AUDIT-2026-06-09-001,audit,,https://thongtaccongquangninh.com,site-medium-summary,pending,easy,,,,,Audit MEDIUM summary: 5 issue,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,"5 issue MEDIUM gồm meta length, ảnh/alt, word count, hotline hoặc slug",Xem chi tiết trong seo-full-audit-2026-06-09-smoke.md,seo-full-audit 2026-06-09,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-09-smoke.md,reports/seo-full-audit-2026-06-09-smoke.json,reports/seo-full-audit-2026-06-09-smoke.md,
2026-06-09,13:23:25,AUDIT-2026-06-09-001,audit,,https://thongtaccongquangninh.com,site-medium-summary,pending,easy,,,,,Audit MEDIUM summary: 5 issue,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,"5 issue MEDIUM gồm meta length, ảnh/alt, word count, hotline hoặc slug",Xem chi tiết trong seo-full-audit-2026-06-09-smoke.md,seo-full-audit 2026-06-09,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-09-smoke.md,reports/seo-full-audit-2026-06-09-smoke.json,reports/seo-full-audit-2026-06-09-smoke.md,
2026-06-09,14:23:58,AUDIT-2026-06-09-001,audit,gia hut be phot quang ninh 2026,https://thongtaccongquangninh.com/gia-hut-be-phot-quang-ninh-2026/,gia-hut-be-phot-quang-ninh-2026,pending,medium,,,,,Audit HIGH: MISSING_SERVICE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_SERVICE,Bổ sung Service schema cho landing dịch vụ,seo-full-audit 2026-06-09,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-09-smoke.md,reports/seo-full-audit-2026-06-09-smoke.json,reports/seo-full-audit-2026-06-09-smoke.md,
2026-06-09,14:23:58,AUDIT-2026-06-09-002,audit,hoa chat tu thong cong,https://thongtaccongquangninh.com/hoa-chat-tu-thong-cong/,hoa-chat-tu-thong-cong,pending,medium,,,,,Audit HIGH: FORBIDDEN_WORD,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,FORBIDDEN_WORD,Loại bỏ từ cấm: chuyên nghiệp,seo-full-audit 2026-06-09,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-09-smoke.md,reports/seo-full-audit-2026-06-09-smoke.json,reports/seo-full-audit-2026-06-09-smoke.md,
2026-06-09,14:23:58,AUDIT-2026-06-09-003,audit,hut be phot binh lieu,https://thongtaccongquangninh.com/hut-be-phot-binh-lieu/,hut-be-phot-binh-lieu,pending,medium,,,,,Audit HIGH: MISSING_SERVICE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_SERVICE,Bổ sung Service schema cho landing dịch vụ,seo-full-audit 2026-06-09,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-09-smoke.md,reports/seo-full-audit-2026-06-09-smoke.json,reports/seo-full-audit-2026-06-09-smoke.md,
2026-06-09,14:23:58,AUDIT-2026-06-09-004,audit,hut be phot co to,https://thongtaccongquangninh.com/hut-be-phot-co-to/,hut-be-phot-co-to,pending,medium,,,,,Audit HIGH: MISSING_SERVICE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_SERVICE,Bổ sung Service schema cho landing dịch vụ,seo-full-audit 2026-06-09,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-09-smoke.md,reports/seo-full-audit-2026-06-09-smoke.json,reports/seo-full-audit-2026-06-09-smoke.md,
2026-06-09,14:23:58,AUDIT-2026-06-09-005,audit,hut be phot cong ty quang ninh 2026,https://thongtaccongquangninh.com/hut-be-phot-cong-ty-quang-ninh-2026/,hut-be-phot-cong-ty-quang-ninh-2026,pending,medium,,,,,Audit HIGH: MISSING_SERVICE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_SERVICE,Bổ sung Service schema cho landing dịch vụ,seo-full-audit 2026-06-09,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-09-smoke.md,reports/seo-full-audit-2026-06-09-smoke.json,reports/seo-full-audit-2026-06-09-smoke.md,
2026-06-09,14:23:58,AUDIT-2026-06-09-006,audit,hut be phot dam ha,https://thongtaccongquangninh.com/hut-be-phot-dam-ha/,hut-be-phot-dam-ha,pending,medium,,,,,Audit HIGH: MISSING_SERVICE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_SERVICE,Bổ sung Service schema cho landing dịch vụ,seo-full-audit 2026-06-09,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-09-smoke.md,reports/seo-full-audit-2026-06-09-smoke.json,reports/seo-full-audit-2026-06-09-smoke.md,
2026-06-09,14:23:58,AUDIT-2026-06-09-007,audit,hut be phot hai ha,https://thongtaccongquangninh.com/hut-be-phot-hai-ha/,hut-be-phot-hai-ha,pending,medium,,,,,Audit HIGH: MISSING_SERVICE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_SERVICE,Bổ sung Service schema cho landing dịch vụ,seo-full-audit 2026-06-09,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-09-smoke.md,reports/seo-full-audit-2026-06-09-smoke.json,reports/seo-full-audit-2026-06-09-smoke.md,
2026-06-09,14:23:58,AUDIT-2026-06-09-008,audit,hut be phot khach san quang ninh 2026,https://thongtaccongquangninh.com/hut-be-phot-khach-san-quang-ninh-2026/,hut-be-phot-khach-san-quang-ninh-2026,pending,medium,,,,,Audit HIGH: MISSING_H2:Nguyên nhân,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_H2:Nguyên nhân,Bổ sung section Nguyên nhân,seo-full-audit 2026-06-09,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-09-smoke.md,reports/seo-full-audit-2026-06-09-smoke.json,reports/seo-full-audit-2026-06-09-smoke.md,
2026-06-09,14:23:58,AUDIT-2026-06-09-009,audit,hut be phot khach san quang ninh 2026,https://thongtaccongquangninh.com/hut-be-phot-khach-san-quang-ninh-2026/,hut-be-phot-khach-san-quang-ninh-2026,pending,medium,,,,,Audit HIGH: FORBIDDEN_WORD,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,FORBIDDEN_WORD,"Loại bỏ từ cấm: chuyên nghiệp, uy tín",seo-full-audit 2026-06-09,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-09-smoke.md,reports/seo-full-audit-2026-06-09-smoke.json,reports/seo-full-audit-2026-06-09-smoke.md,
2026-06-09,14:23:58,AUDIT-2026-06-09-010,audit,hut be phot khach san quang ninh 2026,https://thongtaccongquangninh.com/hut-be-phot-khach-san-quang-ninh-2026/,hut-be-phot-khach-san-quang-ninh-2026,pending,medium,,,,,Audit HIGH: MISSING_SERVICE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_SERVICE,Bổ sung Service schema cho landing dịch vụ,seo-full-audit 2026-06-09,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-09-smoke.md,reports/seo-full-audit-2026-06-09-smoke.json,reports/seo-full-audit-2026-06-09-smoke.md,
2026-06-09,14:23:58,AUDIT-2026-06-09-011,audit,hut be phot khan cap quang ninh 2026,https://thongtaccongquangninh.com/hut-be-phot-khan-cap-quang-ninh-2026/,hut-be-phot-khan-cap-quang-ninh-2026,pending,medium,,,,,Audit HIGH: MISSING_SERVICE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_SERVICE,Bổ sung Service schema cho landing dịch vụ,seo-full-audit 2026-06-09,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-09-smoke.md,reports/seo-full-audit-2026-06-09-smoke.json,reports/seo-full-audit-2026-06-09-smoke.md,
2026-06-09,14:23:58,AUDIT-2026-06-09-012,audit,hut be phot khu nha tro quang ninh 2026,https://thongtaccongquangninh.com/hut-be-phot-khu-nha-tro-quang-ninh-2026/,hut-be-phot-khu-nha-tro-quang-ninh-2026,pending,medium,,,,,Audit HIGH: MISSING_H2:Nguyên nhân,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_H2:Nguyên nhân,Bổ sung section Nguyên nhân,seo-full-audit 2026-06-09,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-09-smoke.md,reports/seo-full-audit-2026-06-09-smoke.json,reports/seo-full-audit-2026-06-09-smoke.md,
2026-06-09,14:23:58,AUDIT-2026-06-09-013,audit,hut be phot khu nha tro quang ninh 2026,https://thongtaccongquangninh.com/hut-be-phot-khu-nha-tro-quang-ninh-2026/,hut-be-phot-khu-nha-tro-quang-ninh-2026,pending,medium,,,,,Audit HIGH: FORBIDDEN_WORD,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,FORBIDDEN_WORD,"Loại bỏ từ cấm: chuyên nghiệp, uy tín",seo-full-audit 2026-06-09,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-09-smoke.md,reports/seo-full-audit-2026-06-09-smoke.json,reports/seo-full-audit-2026-06-09-smoke.md,
2026-06-09,14:23:58,AUDIT-2026-06-09-014,audit,hut be phot khu nha tro quang ninh 2026,https://thongtaccongquangninh.com/hut-be-phot-khu-nha-tro-quang-ninh-2026/,hut-be-phot-khu-nha-tro-quang-ninh-2026,pending,medium,,,,,Audit HIGH: MISSING_SERVICE,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_SERVICE,Bổ sung Service schema cho landing dịch vụ,seo-full-audit 2026-06-09,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-09-smoke.md,reports/seo-full-audit-2026-06-09-smoke.json,reports/seo-full-audit-2026-06-09-smoke.md,
2026-06-09,14:23:58,AUDIT-2026-06-09-015,audit,hut be phot nha hang quang ninh 2026,https://thongtaccongquangninh.com/hut-be-phot-nha-hang-quang-ninh-2026/,hut-be-phot-nha-hang-quang-ninh-2026,pending,medium,,,,,Audit HIGH: MULTI_H1,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MULTI_H1,Gộp về đúng 1 H1,seo-full-audit 2026-06-09,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-09-smoke.md,reports/seo-full-audit-2026-06-09-smoke.json,reports/seo-full-audit-2026-06-09-smoke.md,
2026-06-09,14:23:58,AUDIT-2026-06-09-016,audit,hut be phot nha hang quang ninh 2026,https://thongtaccongquangninh.com/hut-be-phot-nha-hang-quang-ninh-2026/,hut-be-phot-nha-hang-quang-ninh-2026,pending,medium,,,,,Audit HIGH: MISSING_H2:Nguyên nhân,tools/audit_seo_full.mjs tools/lib/seo_audit_extend.mjs,MISSING_H2:Nguyên nhân,Bổ sung section Nguyên nhân,seo-full-audit 2026-06-09,NOT_REQUIRED,,,reports/seo-full-audit-2026-06-09-smoke.md,reports/seo-full-audit-2026-06-09-smoke.json,reports/seo-full-audit-2026-06-09-smoke.md,
